main_category,subcategory,product_id,title,product_url,price,old_price,reviews_count,rating,image_url,price_clean,old_price_clean,rating_clean,reviews_clean,price_category,has_discount,discount_percentage,discount_category
"Toys, Hobbies and Robots",DIY RC Parts,1976430.0,JINJIEAN 5.8G 48CH 4.3 Inch LCD 480x272 16:9 NTSC/PAL FPV Monitor Auto Search With OSD Build-in Battery for RC Drone,https://www.banggood.com/JINJIEAN-5_8G-48CH-4_3-Inch-LCD-480x272-16-9-NTSC-or-PAL-FPV-Monitor-Auto-Search-With-OSD-Build-in-Battery-for-RC-Drone-p-1976430.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$29.67,US$59.99,1158,4.89,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/46/25/395a9729-3e69-4eac-b1e6-05b8ff903964.jpg.webp,29.67,59.99,4.89,1158,Standard ($25-50),True,50.54,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1993294.0,F701 2.4GHz 7CH Ultra Long Range PPM DSMX/DSM2 RC Receiver for JR Spektrum DX6I DX7 DX9 Transmitter,https://www.banggood.com/F701-2_4GHz-7CH-Ultra-Long-Range-PPM-DSMX-or-DSM2-RC-Receiver-for-JR-Spektrum-DX6I-DX7-DX9-Transmitter-p-1993294.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$8.50,US$13.99,98,4.87,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/54/26/fe3048f6-cfa5-4bac-978e-4f8be04612f7.jpg.webp,8.5,13.99,4.87,98,Budget (<$10),True,39.24,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,1986675.0,MJX 1/16 16207 16208 16209 16210 RC Car Metal Gear Differential Parts 16420,https://www.banggood.com/MJX-1-or-16-16207-16208-16209-16210-RC-Car-Metal-Gear-Differential-Parts-16420-p-1986675.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$3.60,US$8.99,34,4.97,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/3D/0B/e3cb72b1-fb02-4502-bd06-80c930a846fb.jpg.webp,3.6,8.99,4.97,34,Budget (<$10),True,59.96,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1990773.0,Radiomaster ER4 2.4GHz 4CH ExpressLRS ELRS RX PWM Receiver Support Voltage Telemetry for F3P RC Airplane Car Boat Tank,https://www.banggood.com/Radiomaster-ER4-2_4GHz-4CH-ExpressLRS-ELRS-RX-PWM-Receiver-Support-Voltage-Telemetry-for-F3P-RC-Airplane-Car-Boat-Tank-p-1990773.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$11.29,US$16.99,85,4.99,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/9B/A9/052eb9c6-f0bd-4417-9713-5ec001e31475.jpg.webp,11.29,16.99,4.99,85,Economy ($10-25),True,33.55,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,2024112.0,JJRC C8815 1/10 Willys Military Truck RC Car Parts Winch Canopy Vehicles Models Spare Accessories,https://www.banggood.com/JJRC-C8815-1-or-10-Willys-Military-Truck-RC-Car-Parts-Winch-Canopy-Vehicles-Models-Spare-Accessories-p-2024112.html?cur_warehouse=CN&ID=6329819&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$3.30,US$7.29,9,5.0,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/26/BB/d7f07547-00e7-4ab3-ba90-504d21d49379.jpg.webp,3.3,7.29,5.0,9,Budget (<$10),True,54.73,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1984685.0,DUMBORC P6F(G) 2.4GHz 6CH RC Receiver Support Gyro for X4 X5 X6 X6PM Radio Transmitter Remote Controller,https://www.banggood.com/DUMBORC-P6F(G)-2_4GHz-6CH-RC-Receiver-Support-Gyro-for-X4-X5-X6-X6PM-Radio-Transmitter-Remote-Controller-p-1984685.html?cur_warehouse=CN&ID=6318374&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$3.68,US$7.99,125,4.96,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/DC/7B/db852482-1332-436d-865d-1f1d0766bdbd.jpg.webp,3.68,7.99,4.96,125,Budget (<$10),True,53.94,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1998727.0,SkyRC Q200neo 4 Channel AC 200W DC 400W 10A*4 Multi-Function Smart Charger for 1-6S Lipo LiHV LiFe LiIon 2-15S NiMH NICD Battery,https://www.banggood.com/SkyRC-Q200neo-4-Channel-AC-200W-DC-400W-10A+4-Multi-Function-Smart-Charger-for-1-6S-Lipo-LiHV-LiFe-LiIon-2-15S-NiMH-NICD-Battery-p-1998727.html?cur_warehouse=CN&ID=47184&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$128.99,US$165.99,135,4.39,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/4B/FF/4fb1e646-0e26-4cd1-a7da-d867073e0077.jpg.webp,128.99,165.99,4.39,135,Expensive ($100+),True,22.29,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,2010171.0,12-IN-1 Wireless FPV USB RC Flight Simulator Dongle with XBOX360 Function for Phoenix/XTR/Freerider/Aerofly/FMS Simulator/FlySky FrSky Radiolink DumboRC Wfly Microzone Radio Transmitter,https://www.banggood.com/12-IN-1-Wireless-FPV-USB-RC-Flight-Simulator-Dongle-with-XBOX360-Function-for-Phoenix-or-XTR-or-Freerider-or-Aerofly-or-FMS-Simulator-or-FlySky-FrSky-Radiolink-DumboRC-Wfly-Microzone-Radio-Transmitter-p-2010171.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$5.89,US$29.99,44,4.68,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/1C/2C/55708505-82c1-473d-996b-cd18853143fc.jpg.webp,5.89,29.99,4.68,44,Budget (<$10),True,80.36,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1553838.0,Eachine EV800DM Varifocal 5.8G 40CH Diversity FPV Goggles with HD DVR 3 Inch 900x600 Video Headset Build in 2000mAh Battery,https://www.banggood.com/Eachine-EV800DM-Varifocal-5_8G-40CH-Diversity-FPV-Goggles-with-HD-DVR-3-Inch-900x600-Video-Headset-Build-in-2000mAh-Battery-p-1553838.html?cur_warehouse=CN&ID=532490&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$94.25,US$196.39,1955,4.87,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/17/B2/5c53ef15-48ed-4312-83aa-d84df4d606d1.jpg.webp,94.25,196.39,4.87,1955,Premium ($50-100),True,52.01,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1401686.0,iMAX B6 80W 6A Lipo Battery Balance Charger T Plug with Power Supply Adapter,https://www.banggood.com/IMAX-B6-80W-6A-Lipo-Battery-Balance-Charger-T-Plug-with-Power-Supply-Adapter-p-1401686.html?cur_warehouse=CN&ID=6320493&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$12.99,US$37.99,5124,4.93,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/40/C3/d8e81577-a54e-bebd-3971-e0b8c703f62f.jpg.webp,12.99,37.99,4.93,5124,Economy ($10-25),True,65.81,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1697187.0,Eachine 7.4V 18650 Li-ion Cell Battery Case DC 5.5mmx2.1mm with Integrated USB Charger for EV200D EV300D EV300O DJI Fatshark Skyzone FPV Goggles,https://www.banggood.com/Eachine-7_4V-18650-Li-ion-Cell-Battery-Case-DC-5_5mmx2_1mm-with-Integrated-USB-Charger-for-EV200D-EV300D-EV300O-DJI-Fatshark-Skyzone-FPV-Goggles-p-1697187.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$9.59,US$26.39,997,4.92,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/E6/08/c8a15bf1-e809-4c43-b50b-dc3efd61a551.jpg.webp,9.59,26.39,4.92,997,Budget (<$10),True,63.66,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1989900.0,Hobbywing Skywalker 40A V2 UBEC 3-4S Brushless ESC With 5V/5A BEC Support Reverse Brake Search Mode Programing For RC Airplane,https://www.banggood.com/Hobbywing-Skywalker-40A-V2-UBEC-3-4S-Brushless-ESC-With-5V-or-5A-BEC-Support-Reverse-Brake-Search-Mode-Programing-For-RC-Airplane-p-1989900.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$9.99,US$29.99,40,4.97,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/72/F8/cc2784a6-06c5-4dcb-a8ee-21c0a2160a9c.png.webp,9.99,29.99,4.97,40,Budget (<$10),True,66.69,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1979021.0,Eachine E017 Mini RC Drone Quadcopter Spare Parts USB Charging Cable,https://www.banggood.com/Eachine-E017-Mini-RC-Drone-Quadcopter-Spare-Parts-USB-Charging-Cable-p-1979021.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$2.50,US$4.99,5,4.8,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/0C/0E/dfac500e-e4e2-4e48-8d90-41a8a14b086f.jpg.webp,2.5,4.99,4.8,5,Budget (<$10),True,49.9,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,2004944.0,BLUEARROW D30T MG HV Digital High Precision Ultra-Micro Servo,https://www.banggood.com/BLUEARROW-D30T-MG-HV-Digital-High-Precision-Ultra-Micro-Servo-p-2004944.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$14.99,US$18.99,5,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/BA/29/e5ce6b78-1f7b-4336-9020-9987717cc443.jpg.webp,14.99,18.99,5.0,5,Economy ($10-25),True,21.06,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,1989168.0,FlyfishRC H000240 7in1 FPV Hex Screwdriver Kit Tool for RC Model,https://www.banggood.com/FlyfishRC-H000240-7in1-FPV-Hex-Screwdriver-Kit-Tool-for-RC-Model-p-1989168.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$11.99,US$15.99,5,4.6,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/4C/16/a159ade3-71b3-4069-bdea-adb652ad679b.jpg.webp,11.99,15.99,4.6,5,Economy ($10-25),True,25.02,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,2002300.0,GOOSKY S1 RC Helicopter Spare Parts Main Blades,https://www.banggood.com/GOOSKY-S1-RC-Helicopter-Spare-Parts-Main-Blades-p-2002300.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$7.99,US$11.99,34,5.0,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/D7/AF/b4037ab7-2567-495c-b847-7f94b420fe27.jpg.webp,7.99,11.99,5.0,34,Budget (<$10),True,33.36,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,2013587.0,1S 6CH USB Charger 3.7V/4.2V 3.8V/4.35V Charging Hub Board PH1.25 Ph2.0 Adapter for RC Drone Quadcopter Lipo LIHV Battery,https://www.banggood.com/1S-6CH-USB-Charger-3_7V-or-4_2V-3_8V-or-4_35V-Charging-Hub-Board-PH1_25-Ph2_0-Adapter-for-RC-Drone-Quadcopter-Lipo-LIHV-Battery-p-2013587.html?cur_warehouse=CN&ID=6326640&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$4.00,US$7.99,9,4.89,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/80/77/b64f6d67-5d0f-438d-8b1d-19b236bbec48.jpg.webp,4.0,7.99,4.89,9,Budget (<$10),True,49.94,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,2007406.0,YIPINSERVO 15KG Digital Servo Metal Gear Servo Waterproof for 1/8 1/10 Scale RC Cars Robot Manipulator RC Parts,https://www.banggood.com/YIPINSERVO-15KG-Digital-Servo-Metal-Gear-Servo-Waterproof-for-1-or-8-1-or-10-Scale-RC-Cars-Robot-Manipulator-RC-Parts-p-2007406.html?cur_warehouse=CN&ID=6287887&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$16.99,US$20.99,4,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/12/EE/27f6a5c4-f2e5-4ddc-b3bf-83d67bca1c04.jpg.webp,16.99,20.99,5.0,4,Economy ($10-25),True,19.06,Small Discount (1-20%)
"Toys, Hobbies and Robots",DIY RC Parts,1993803.0,HBX 2996A 1/10 RC Car Parts Body Shell Painted w/ Sticker Vehicles Models Spare Accessories B001,https://www.banggood.com/HBX-2996A-1-or-10-RC-Car-Parts-Body-Shell-Painted-w-or-Sticker-Vehicles-Models-Spare-Accessories-B001-p-1993803.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$11.99,US$16.99,30,4.97,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/EE/7D/b537d838-efff-4627-bdf4-310c12cda0b2.jpg.webp,11.99,16.99,4.97,30,Economy ($10-25),True,29.43,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,2026115.0,Eachine E190 E190 PRO RC Helicopter Spare Parts Landing Gear Set,https://www.banggood.com/Eachine-E190-E190-PRO-RCHelicopterSpareParts-Landing-Gear-Set-p-2026115.html?cur_warehouse=CN&ID=6287830&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$3.50,US$6.99,7,4.86,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/C6/84/1a24c65d-048c-419a-81b5-d2f2824526b5.jpg.webp,3.5,6.99,4.86,7,Budget (<$10),True,49.93,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,2008612.0,WLRC V168 PRO MAX WIFI FPV RC Drone Quadcopter Spare Parts Foldable Propeller Props Blade Set CW+CCW 2 Pairs,https://www.banggood.com/WLRC-V168-PRO-MAX-WIFI-FPV-RC-Drone-Quadcopter-Spare-Parts-Foldable-Propeller-Props-Blade-Set-CW+CCW-2-Pairs-p-2008612.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$2.50,US$4.99,13,4.85,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/86/5B/d12bf6ff-d713-44af-9f7d-506ab8a442e5.jpg.webp,2.5,4.99,4.85,13,Budget (<$10),True,49.9,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,2015994.0,GXservo QY3240CLS 40KG Digtal Servo Full Metal Gear Waterproof Large Torque Motor For RC Crawler Car Boat Truck Helicopter,https://www.banggood.com/GXservo-QY3240CLS-40KG-Digtal-Servo-Full-Metal-Gear-Waterproof-Large-Torque-Motor-For-RC-Crawler-Car-Boat-Truck-Helicopter-p-2015994.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$13.99,US$17.99,3,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/97/DD/3ed1371d-4ed3-4884-a099-cefd6c69a668.jpg.webp,13.99,17.99,5.0,3,Economy ($10-25),True,22.23,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,1988787.0,Happymodel Mobula8 Spare Part 85mm Brushless Whoop Frame Kit for RC Drone FPV Racing,https://www.banggood.com/Happymodel-Mobula8-Spare-Part-85mm-Brushless-Whoop-Frame-Kit-for-RC-Drone-FPV-Racing-p-1988787.html?cur_warehouse=CN&ID=6223152&rmmds=CategoryToysPop&trace_id=c5a21763847648960,US$4.00,US$7.99,70,4.94,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/85/FB/60e3e248-f796-4f28-9261-ba7a0c1594c2.jpg.webp,4.0,7.99,4.94,70,Budget (<$10),True,49.94,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,983537.0,FlySky FS-i6 2.4G 6CH AFHDS RC Radio Transmitter With FS-iA6B Receiver for RC FPV Drone Engineering Vehicle Boat Robot,https://www.banggood.com/FlySky-FS-i6-2_4G-6CH-AFHDS-RC-Radio-Transmitter-With-FS-iA6B-Receiver-for-RC-FPV-Drone-Engineering-Vehicle-Boat-Robot-p-983537.html?cur_warehouse=CN&ID=42481&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$40.99,US$103.92,5266,4.94,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/77/02/020038c4-9302-4ba4-81aa-f48feed8ecf1.jpg.webp,40.99,103.92,4.94,5266,Standard ($25-50),True,60.56,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1669367.0,HTRC T240 DUO AC 150W DC 240W 10A Touch Screen Dual Channel Battery Balance Charger Discharger,https://www.banggood.com/HTRC-T240-DUO-AC-150W-DC-240W-10A-Touch-Screen-Dual-Channel-Battery-Balance-Charger-Discharger-p-1669367.html?cur_warehouse=CN&ID=47757&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$52.99,US$127.37,1805,4.91,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/95/0B/c50e5e2e-0f8c-4037-b02f-6d6dd9743b0c.jpg.webp,52.99,127.37,4.91,1805,Premium ($50-100),True,58.4,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1480536.0,HOTA D6 Pro AC 200W DC 650W 15A*2 Dual Channel Lipo Charger With Wireless Charging for NiZn/Nicd/NiMH Battery,https://www.banggood.com/HOTA-D6-Pro-AC-200W-DC-650W-15A+2-Dual-Channel-Lipo-Charger-With-Wireless-Charging-for-NiZn-or-Nicd-or-NiMH-Battery-p-1480536.html?cur_warehouse=CN&ID=477586157193&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$90.99,US$145.99,1327,4.92,https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/16/2B/89e18fae-4528-4d39-a695-5a1e75735cb8.jpg.webp,90.99,145.99,4.92,1327,Premium ($50-100),True,37.67,Medium Discount (21-40%)
"Toys, Hobbies and Robots",DIY RC Parts,1388365.0,EWRF TS5823 5.8GHz 40CH 200/ 600mW FPV Transmitter AIO VTX With COMS 1000TVL 120 Degree Camera For RC Drones,https://www.banggood.com/EWRF-TS5823-5_8GHz-40CH-200-or-600mW-FPV-Transmitter-AIO-VTX-With-COMS-1000TVL-120-Degree-Camera-For-RC-Drones-p-1388365.html?cur_warehouse=CN&ID=531503&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$15.99,US$59.65,575,4.87,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/8C/8D/ede81c39-7798-4ae0-848d-72df21a5b766.jpg.webp,15.99,59.65,4.87,575,Economy ($10-25),True,73.19,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1608932.0,2PCS Upgraded Aluminum Capped Oil Filled Shock Absorber Damper for HBX 16889 1602 1/16 RC Car Parts M16100A,https://www.banggood.com/2PCS-Upgraded-Aluminum-Capped-Oil-Filled-Shock-Absorber-Damper-for-HBX-16889-1602-1-or-16-RC-Car-Parts-M16100A-p-1608932.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$3.00,US$14.99,667,4.91,https://imgaz3.staticbg.com/thumb/gallery/oaupload/ser1/banggood/images/BD/64/dbbdf4a0-638c-4d2b-a103-7a5f9b2dbe91.jpeg.webp,3.0,14.99,4.91,667,Budget (<$10),True,79.99,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1101154.0,FlySky FS-i6X i6X 10CH 2.4GHz AFHDS 2A RC Radio Transmitter With FS-iA10B Receiver for FPV RC Drone Engineering Vehicle Boat Robot,https://www.banggood.com/FlySky-FS-i6X-i6X-10CH-2_4GHz-AFHDS-2A-RC-Radio-Transmitter-With-FS-iA10B-Receiver-for-FPV-RC-Drone-Engineering-Vehicle-Boat-Robot-p-1101154.html?cur_warehouse=CN&ID=42481&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$43.67,US$89.99,817,4.93,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/29/51/18805a22-2a93-4bbc-952f-ce70d46c7607.jpg.webp,43.67,89.99,4.93,817,Standard ($25-50),True,51.47,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1314550.0,JX Ecoboost CLS6336HV 36KG Large Torque 180° CNC DigitalCoreless Servo for RC Models,https://www.banggood.com/JX-Ecoboost-CLS6336HV-36KG-Large-Torque-180-CNC-DigitalCoreless-Servo-for-RC-Models-p-1314550.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$15.99,US$46.99,302,4.88,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/7E/0B/0a3e33d2-b8d0-4541-bbd0-b8b4e6a40ab4.jpg.webp,15.99,46.99,4.88,302,Economy ($10-25),True,65.97,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1180354.0,Eachine EV800D 5.8G 40CH Diversity FPV Goggles 5 Inch 800*480 Video Headset HD DVR Build in Battery,https://www.banggood.com/Eachine-EV800D-5_8G-40CH-Diversity-FPV-Goggles-5-Inch-800+480-Video-Headset-HD-DVR-Build-in-Battery-p-1180354.html?cur_warehouse=CN&ID=532490&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$103.99,US$240.39,4580,4.9,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/BD/86/31603ce2-43bc-4e2a-8993-0b1562a504a3.jpg.webp,103.99,240.39,4.9,4580,Expensive ($100+),True,56.74,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1182469.0,Eachine EV100 5.8G 72CH 720*540 FPV Goggles with Dual Antennas& Fan 18650 Battery Case For RC Drone,https://www.banggood.com/Eachine-EV100-5_8G-72CH-720+540-FPV-Goggles-with-Dual-Antennasand-Fan-18650-Battery-Case-For-RC-Drone-p-1182469.html?cur_warehouse=CN&ID=5324906157193&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$87.59,US$258.39,4762,4.83,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/48/52/723f887b-2ba5-4dd2-9163-a600d65bfbdb.jpg.webp,87.59,258.39,4.83,4762,Premium ($50-100),True,66.1,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1460984.0,URUAV Fireproof Explosionproof LiPo Battery Portable Safety Bag 22X18cm,https://www.banggood.com/URUAV-Fireproof-Explosionproof-LiPo-Battery-Portable-Safety-Bag-22X18cm-p-1460984.html?cur_warehouse=CN&ID=236&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$1.25,US$7.99,927,4.94,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/99/95/7a3c0b13-2b63-4be4-8fa0-0b75e171026f.jpeg.webp,1.25,7.99,4.94,927,Budget (<$10),True,84.36,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1853587.0,6 Pairs iFlight Nazgul F5 5.1Inch 3-blade 5mm Hole CW CCW Propeller for RC Racing FPV Drone,https://www.banggood.com/6-Pairs-iFlight-Nazgul-F5-5_1Inch-3-blade-5mm-Hole-CW-CCW-Propeller-for-RC-Racing-FPV-Drone-p-1853587.html?cur_warehouse=CN&ID=6299645&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$2.85,US$9.99,768,4.95,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/87/DB/831048d4-318a-49a3-ba28-a000f818946f.jpg.webp,2.85,9.99,4.95,768,Budget (<$10),True,71.47,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1053357.0,Eachine EV800 5 Inches 800x480 FPV Goggles 5.8G 40CH Raceband Auto-Searching Build In Battery,https://www.banggood.com/Eachine-EV800-5-Inches-800x480-FPV-Goggles-5_8G-40CH-Raceband-Auto-Searching-Build-In-Battery-p-1053357.html?cur_warehouse=CN&ID=532490&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$59.99,US$154.39,5414,4.93,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/7A/27/7412abab-2ee8-412b-858c-c9715b6fefb1.JPG.webp,59.99,154.39,4.93,5414,Premium ($50-100),True,61.14,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1454329.0,DumboRC X6 2.4GHz 6CH FHSS Radio Transmitter Support Gyro Sensitivity Adjustment with X6FG RC Receiver for JJRC Q65 MN-90 RC Car Boat Tank Model Parts,https://www.banggood.com/DumboRC-X6-2_4GHz-6CH-FHSS-Radio-Transmitter-Support-Gyro-Sensitivity-Adjustment-with-X6FG-RC-Receiver-for-JJRC-Q65-MN-90-RC-Car-Boat-Tank-Model-Parts-p-1454329.html?cur_warehouse=CN&ID=6287832&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$26.99,US$55.99,2916,4.96,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/91/6C/e98f02e8-e66c-4dec-9dba-eb6a2653af46.jpg.webp,26.99,55.99,4.96,2916,Standard ($25-50),True,51.79,Large Discount (41-60%)
"Toys, Hobbies and Robots",DIY RC Parts,1413572.0,"Eachine TX06 Mini AIO Analog FPV Camera & Transmitter, 700TVL 120° FOV, 5.8GHz 48CH 25mW Low Latency with Smart Audio/Pitmode for Tiny Whoop","https://www.banggood.com/Eachine-TX06-Mini-AIO-Analog-FPV-Camera-and-Transmitter,700TVL-120-FOV,5_8GHz-48CH-25mW-Low-Latency-with-Smart-Audio-or-Pitmode-for-Tiny-Whoop-p-1413572.html?cur_warehouse=CN&ID=440696323412&rmmds=CategoryToysPop&trace_id=9b521763848340385",US$20.99,US$55.99,1954,4.94,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/72/1F/9a621e6a-f330-4960-b7f4-5a859a65c608.jpg.webp,20.99,55.99,4.94,1954,Economy ($10-25),True,62.51,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1225080.0,iRangeX IRX4 Plus 2.4G CC2500 NRF24L01 A7105 CYRF6936 4 IN 1 Multiprotocol ARM TX Module With Case,https://www.banggood.com/IRangeX-IRX4-Plus-2_4G-CC2500-NRF24L01-A7105-CYRF6936-4-IN-1-Multiprotocol-ARM-TX-Module-With-Case-p-1225080.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$25.99,US$67.99,1162,4.92,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/8B/3C/9e511541-899e-4847-b7a5-91a16c67ab8e.jpg.webp,25.99,67.99,4.92,1162,Standard ($25-50),True,61.77,Huge Discount (61%+)
"Toys, Hobbies and Robots",DIY RC Parts,1889804.0,4PCS Upgraded Larger Tires Wheels 12mm Hex for Wltoys 144001 144010 124017 124018 124019 RC Car Vehicles Model Parts,https://www.banggood.com/4PCS-Upgraded-Larger-Tires-Wheels-12mm-Hex-for-Wltoys-144001-144010-124017-124018-124019-RC-Car-Vehicles-Model-Parts-p-1889804.html?cur_warehouse=CN&ID=6312779&rmmds=CategoryToysPop&trace_id=9b521763848340385,US$9.59,US$22.99,531,4.72,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/40/B7/435e4b7a-7a79-4a29-a42d-9e5ce8f188d5.jpg.webp,9.59,22.99,4.72,531,Budget (<$10),True,58.29,Large Discount (41-60%)
